Rock_number;EC_rock;Ph_rock;Corg_rock (%);Ca_rock;K_rock;Mg_rock;Na_rock;SAR_rock;SiO2_rock;Al2O3_rock;Fe2O3_rock;TiO2_rock;MnO_rock;CaO_rock;MgO_rock;Na2O_rock;K2O_rock;SO3_rock;P2O5_rock;Type_event;Event_quantity;Acid;Temp;Timestep;Volume_leachate;EC_leachate;Ph_leachate;Chloride_leachate;Carbonate_leachate;Sulfate_leachate;Nitrate_leachate;Phosphate_leachate;Ca_leachate;Fe_leachate;K_leachate;Mg_leachate;Mn_leachate;Na_leachate
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;snow;200;0;-5;13;140;139;8,21;;;;;;9,46;0,07;0,91;1,40;0,005;0,95
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;snow;200;0;-5;14;143;133;8,05;;;;;;;;;;;
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;snow;200;0;-5;15;147;155;8,22;4,96686;33,36293;4,00836;287,3375;0,86763;13,65;0,06;0,67;1,41;0,005;1,47
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;snow;200;0;-5;2;128;169;8,23;38,3342;35,16547;3,83349;388,7484;1,3634;15,59;0,07;1,01;1,21;0,005;2,93
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;snow;200;0;-5;3;142;200;8,13;31,24373;41,87216;3,96372;770,9344;0,58658;25,13;0,08;1,09;2,03;0,005;4,02
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;snow;200;0;-5;4;137;145;8,04;3,24846;36,87826;2,88359;1559,6362;1,63596;10,72;0,06;1,07;1,65;0,005;2,68
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;snow;200;0;-5;5;131;140;7,77;1,96678;39,12941;0,78782;278,877;1,40598;10,66;0,07;1,1;1,5;0,005;1,36
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;snow;200;0;-5;6;134;137;8,07;;;;;;;;;;;
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;snow;200;0;-5;7;140;150;7,96;6,90178;39,84067;1,50741;710,0071;1,26057;19,96;0,41;0,96;1,96;0,02;2,2
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;snow;200;0;-5;8;143;139;7,95;;;;;;;;;;;
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;snow;200;0;-5;9;144;141;8,15;;;;;;;;;;;
